_unit_id,_golden,_trusted_judgments,_last_judgment_at,opinion_toward_the_above_topic,opinion_toward_the_above_topic:confidence,opinion_toward_the_above_topic_gold,post_id,thread_id,time,topic,user_id
90477502,FALSE,3,7/27/2011 8:48,For,0.6837,,45,672198221_3750043832001,Sat 21 November 2009 10:09 AM,US_healthcare_reform,Agent991
90477503,FALSE,3,7/27/2011 7:01,Not Sure,1,,46,672198221_3750043832001,Sat 21 November 2009 10:16 AM,US_healthcare_reform,Agent991
90477504,FALSE,3,7/27/2011 4:28,Not Sure,1,,47,672198221_3750043832001,Sat 21 November 2009 12:01 PM,US_healthcare_reform,EAG154
90477505,FALSE,3,7/27/2011 3:35,Against,0.6528,,48,672198221_3750043832001,Sat 21 November 2009 12:19 PM,US_healthcare_reform,Agent991
90477506,FALSE,3,7/27/2011 8:07,Against,1,,49,672198221_3750043832001,Sat 21 November 2009 12:24 PM,US_healthcare_reform,Agent991
90477507,FALSE,3,7/27/2011 8:54,Against,0.6562,,50,672198221_3750043832001,Sat 21 November 2009 12:27 PM,US_healthcare_reform,Kegler300
90477508,FALSE,3,7/27/2011 8:41,For,0.6712,,51,672198221_3750043832001,Sat 21 November 2009 12:30 PM,US_healthcare_reform,Agent991
90477509,FALSE,3,7/27/2011 7:04,Against,0.6857,,52,672198221_3750043832001,Sat 21 November 2009 12:32 PM,US_healthcare_reform,Agent991
90477510,FALSE,3,7/27/2011 7:48,Against,0.6931,,53,672198221_3750043832001,Sat 21 November 2009 12:44 PM,US_healthcare_reform,Kegler300
90477511,FALSE,3,7/27/2011 5:40,For,0.3676,,54,672198221_3750043832001,Sat 21 November 2009 01:38 PM,US_healthcare_reform,oldmole
90477512,FALSE,3,7/27/2011 8:45,Against,0.6621,,55,672198221_3750043832001,Sat 21 November 2009 01:39 PM,US_healthcare_reform,Kegler300
90477513,FALSE,3,7/27/2011 8:49,Against,0.6483,,56,672198221_3750043832001,Sat 21 November 2009 04:53 PM,US_healthcare_reform,SUNLINER81
90477514,FALSE,3,7/27/2011 8:57,Against,0.6249,,57,672198221_3750043832001,Sun 22 November 2009 06:15 AM,US_healthcare_reform,EAG154
90477515,FALSE,3,7/27/2011 5:49,Not Sure,1,,58,672198221_3750043832001,Sun 22 November 2009 06:17 AM,US_healthcare_reform,EAG154
90477516,FALSE,3,7/27/2011 7:55,Not Sure,0.6913,,59,672198221_3750043832001,Sun 22 November 2009 12:38 PM,US_healthcare_reform,SUNLINER81
90477517,FALSE,3,7/27/2011 7:42,Against,0.6897,,60,672198221_3750043832001,Sun 22 November 2009 02:05 PM,US_healthcare_reform,FlankerFlyer
90477518,FALSE,3,7/27/2011 6:49,Against,1,,61,672198221_3750043832001,Mon 23 November 2009 10:52 AM,US_healthcare_reform,EAG154
90477519,FALSE,3,7/27/2011 8:42,Not Sure,0.6289,,Post ID,Thread ID,Time,Topic,User ID
90477520,FALSE,3,7/27/2011 7:05,Against,0.6582,,1,672198221_5470025932001,Sun 06 December 2009 02:52 PM,US_healthcare_reform,ss_287
90477521,FALSE,3,7/27/2011 8:06,For,0.7206,,2,672198221_5470025932001,Sun 06 December 2009 03:08 PM,US_healthcare_reform,SeaWitch1220
90477522,FALSE,3,7/27/2011 8:03,Not Sure,0.3786,,3,672198221_5470025932001,Sun 06 December 2009 03:12 PM,US_healthcare_reform,ss_287
90477523,FALSE,3,7/27/2011 7:47,Against,0.3687,,4,672198221_5470025932001,Sun 06 December 2009 03:22 PM,US_healthcare_reform,FriscoLady01
90477524,FALSE,3,7/27/2011 8:57,Against,0.6411,,5,672198221_5470025932001,Sun 06 December 2009 03:36 PM,US_healthcare_reform,ss_287
90477525,FALSE,3,7/27/2011 7:15,Not Sure,1,,6,672198221_5470025932001,Sun 06 December 2009 04:44 PM,US_healthcare_reform,SignalSgtWilliams
90477526,FALSE,3,7/27/2011 7:27,For,1,,7,672198221_5470025932001,Sun 06 December 2009 05:14 PM,US_healthcare_reform,ETCPJ
90477527,FALSE,3,7/27/2011 7:49,Against,0.6194,,8,672198221_5470025932001,Sun 06 December 2009 05:22 PM,US_healthcare_reform,sw614
90477528,FALSE,3,7/27/2011 8:46,Against,0.3624,,9,672198221_5470025932001,Sun 06 December 2009 06:34 PM,US_healthcare_reform,WO1_Tango
90477529,FALSE,3,7/27/2011 8:01,For,0.641,,10,672198221_5470025932001,Sun 06 December 2009 06:40 PM,US_healthcare_reform,ETCPJ
90477530,FALSE,3,7/27/2011 6:54,For,1,,11,672198221_5470025932001,Sun 06 December 2009 06:45 PM,US_healthcare_reform,ETCPJ
90477531,FALSE,3,7/27/2011 7:22,Not Sure,0.6656,,12,672198221_5470025932001,Sun 06 December 2009 07:18 PM,US_healthcare_reform,LineDoggie
90477532,FALSE,3,7/27/2011 5:57,For,0.6348,,13,672198221_5470025932001,Mon 07 December 2009 05:43 AM,US_healthcare_reform,stec74
90477533,FALSE,3,7/27/2011 8:45,Not Sure,0.6388,,14,672198221_5470025932001,Mon 07 December 2009 05:47 AM,US_healthcare_reform,sw614
90477534,FALSE,3,7/27/2011 8:01,Against,1,,15,672198221_5470025932001,Mon 07 December 2009 05:59 AM,US_healthcare_reform,sw614
90477535,FALSE,3,7/27/2011 5:48,Against,0.6693,,16,672198221_5470025932001,Mon 07 December 2009 06:07 AM,US_healthcare_reform,NSNN
90477536,FALSE,3,7/27/2011 7:44,For,1,,17,672198221_5470025932001,Mon 07 December 2009 06:11 AM,US_healthcare_reform,NSNN
90477537,FALSE,3,7/27/2011 6:27,Not Sure,1,,18,672198221_5470025932001,Mon 07 December 2009 06:17 AM,US_healthcare_reform,Woody_in_La
90477538,FALSE,4,7/27/2011 6:29,Against,0.5243,,19,672198221_5470025932001,Mon 07 December 2009 06:29 AM,US_healthcare_reform,sw614
90477539,FALSE,3,7/27/2011 3:45,Against,1,,20,672198221_5470025932001,Mon 07 December 2009 06:33 AM,US_healthcare_reform,jack_flats
90477540,FALSE,3,7/27/2011 6:32,Not Sure,0.6821,,21,672198221_5470025932001,Mon 07 December 2009 06:37 AM,US_healthcare_reform,67NOV
90477541,FALSE,4,7/27/2011 9:09,For,0.7456,,22,672198221_5470025932001,Mon 07 December 2009 06:37 AM,US_healthcare_reform,SignalSgtWilliams
90477542,FALSE,4,7/27/2011 7:21,Against,0.7697,,23,672198221_5470025932001,Mon 07 December 2009 06:38 AM,US_healthcare_reform,67NOV
90477543,FALSE,3,7/27/2011 8:13,Not Sure,0.6992,,24,672198221_5470025932001,Mon 07 December 2009 06:47 AM,US_healthcare_reform,stec74
90477544,FALSE,3,7/27/2011 7:46,Against,0.7084,,25,672198221_5470025932001,Mon 07 December 2009 06:50 AM,US_healthcare_reform,stec74
90477545,FALSE,3,7/27/2011 6:55,For,0.6306,,26,672198221_5470025932001,Mon 07 December 2009 07:01 AM,US_healthcare_reform,NSNN
90477546,FALSE,3,7/27/2011 6:08,Against,1,,27,672198221_5470025932001,Mon 07 December 2009 07:02 AM,US_healthcare_reform,NSNN
90477547,FALSE,3,7/27/2011 7:31,Against,0.6317,,28,672198221_5470025932001,Mon 07 December 2009 07:04 AM,US_healthcare_reform,67NOV
90477548,FALSE,3,7/27/2011 7:07,Against,0.3819,,29,672198221_5470025932001,Mon 07 December 2009 07:08 AM,US_healthcare_reform,NSNN
90477549,FALSE,3,7/27/2011 8:04,Not Sure,0.6909,,30,672198221_5470025932001,Mon 07 December 2009 07:16 AM,US_healthcare_reform,WO1_Tango
90477550,FALSE,3,7/27/2011 6:41,For,0.7032,,31,672198221_5470025932001,Mon 07 December 2009 07:40 AM,US_healthcare_reform,67NOV
90477551,FALSE,3,7/27/2011 7:19,Against,0.3511,,32,672198221_5470025932001,Mon 07 December 2009 08:17 AM,US_healthcare_reform,TTar
90477552,FALSE,3,7/27/2011 6:58,Against,1,,33,672198221_5470025932001,Tue 08 December 2009 08:23 AM,US_healthcare_reform,ss_287
90477553,FALSE,3,7/27/2011 8:45,For,0.7047,,34,672198221_5470025932001,Tue 08 December 2009 08:38 AM,US_healthcare_reform,jack_flats
90477554,FALSE,3,7/27/2011 5:12,Not Sure,0.6101,,35,672198221_5470025932001,Tue 08 December 2009 08:41 AM,US_healthcare_reform,I_M_Qwerty
90477555,FALSE,3,7/27/2011 8:48,Not Sure,0.6835,,36,672198221_5470025932001,Tue 08 December 2009 08:46 AM,US_healthcare_reform,jwr6
90477556,FALSE,3,7/27/2011 7:47,Against,1,,37,672198221_5470025932001,Tue 08 December 2009 08:51 AM,US_healthcare_reform,jwr6
90477557,FALSE,3,7/27/2011 7:43,Against,1,,38,672198221_5470025932001,Tue 08 December 2009 08:52 AM,US_healthcare_reform,LineDoggie
90477558,FALSE,3,7/27/2011 7:05,Against,0.7009,,39,672198221_5470025932001,Tue 08 December 2009 09:51 AM,US_healthcare_reform,rayevinsonsr
90477559,FALSE,3,7/27/2011 8:17,For,0.6344,,40,672198221_5470025932001,Tue 08 December 2009 12:34 PM,US_healthcare_reform,Ol_Doc
90477560,FALSE,3,7/27/2011 7:36,Not Sure,1,,41,672198221_5470025932001,Tue 08 December 2009 12:45 PM,US_healthcare_reform,I_M_Qwerty
90477561,FALSE,3,7/27/2011 8:46,For,1,,42,672198221_5470025932001,Tue 08 December 2009 01:16 PM,US_healthcare_reform,jwr6
90477562,FALSE,3,7/27/2011 6:21,Not Sure,0.6487,,43,672198221_5470025932001,Tue 08 December 2009 01:34 PM,US_healthcare_reform,peter3_1
90477563,FALSE,3,7/27/2011 8:12,For,0.3785,,44,672198221_5470025932001,Thu 10 December 2009 10:34 AM,US_healthcare_reform,NSNN
90477564,FALSE,3,7/27/2011 8:39,Not Sure,0.6763,,45,672198221_5470025932001,Thu 10 December 2009 10:39 AM,US_healthcare_reform,mcgreer
90477565,FALSE,3,7/27/2011 7:27,Not Sure,0.6829,,46,672198221_5470025932001,Thu 10 December 2009 10:52 AM,US_healthcare_reform,Sand_Flea
90477566,FALSE,3,7/27/2011 7:53,Against,0.3875,,47,672198221_5470025932001,Thu 10 December 2009 03:07 PM,US_healthcare_reform,ACR26
90477567,FALSE,3,7/27/2011 6:49,Against,0.6479,,48,672198221_5470025932001,Thu 10 December 2009 03:13 PM,US_healthcare_reform,ACR26
90477568,FALSE,3,7/27/2011 5:58,Not Sure,1,,49,672198221_5470025932001,Thu 10 December 2009 04:38 PM,US_healthcare_reform,L0A1
90477569,FALSE,3,7/27/2011 6:25,Against,0.3407,,50,672198221_5470025932001,Thu 10 December 2009 06:37 PM,US_healthcare_reform,ACR26
90477570,FALSE,3,7/27/2011 5:40,For,0.7213,,51,672198221_5470025932001,Thu 10 December 2009 06:58 PM,US_healthcare_reform,rayevinsonsr
90477571,FALSE,3,7/27/2011 0:57,For,0.3922,,52,672198221_5470025932001,Thu 10 December 2009 07:51 PM,US_healthcare_reform,m551sheridan
90477572,FALSE,3,7/27/2011 4:26,Against,0.6632,,53,672198221_5470025932001,Thu 10 December 2009 08:27 PM,US_healthcare_reform,skinman13
90477573,FALSE,3,7/27/2011 8:50,For,0.6473,,54,672198221_5470025932001,Thu 10 December 2009 10:30 PM,US_healthcare_reform,NSNN
90477574,FALSE,3,7/27/2011 5:21,Against,0.3624,,55,672198221_5470025932001,Thu 10 December 2009 11:53 PM,US_healthcare_reform,54D_Zippo
90477575,FALSE,3,7/27/2011 4:50,Against,0.6448,,56,672198221_5470025932001,Thu 10 December 2009 11:53 PM,US_healthcare_reform,FlankerFlyer
90477576,FALSE,3,7/27/2011 8:00,Against,0.6937,,57,672198221_5470025932001,Fri 11 December 2009 08:11 AM,US_healthcare_reform,FlankerFlyer
90477577,FALSE,3,7/27/2011 7:17,Against,0.6937,,58,672198221_5470025932001,Fri 11 December 2009 09:20 AM,US_healthcare_reform,jack_flats
90477578,FALSE,3,7/27/2011 7:32,For,0.6555,,59,672198221_5470025932001,Fri 11 December 2009 10:34 AM,US_healthcare_reform,mcgreer
90477579,FALSE,3,7/27/2011 6:36,Not Sure,1,,60,672198221_5470025932001,Fri 11 December 2009 02:35 PM,US_healthcare_reform,ACR26
90477580,FALSE,3,7/27/2011 4:14,Not Sure,0.6616,,61,672198221_5470025932001,Mon 14 December 2009 05:38 PM,US_healthcare_reform,mcgreer
90477581,FALSE,3,7/27/2011 8:08,Not Sure,0.7075,,62,672198221_5470025932001,Mon 14 December 2009 06:56 PM,US_healthcare_reform,ACR26
90477582,FALSE,3,7/27/2011 6:44,Not Sure,1,,63,672198221_5470025932001,Mon 14 December 2009 08:52 PM,US_healthcare_reform,mcgreer
90477583,FALSE,3,7/27/2011 4:21,Not Sure,1,,Post ID,Thread ID,Time,Topic,User ID
90477584,FALSE,3,7/27/2011 7:07,Against,1,,1,5291911282_4540057871001,Sat 12 April 2008 11:24 AM,illegal_immigrants_and_immigration,grampi46
90477585,FALSE,3,7/27/2011 4:11,Against,1,,2,5291911282_4540057871001,Sat 12 April 2008 11:27 AM,illegal_immigrants_and_immigration,spikerzzz
90477586,FALSE,4,7/27/2011 7:10,Against,0.8006,,3,5291911282_4540057871001,Sat 12 April 2008 11:31 AM,illegal_immigrants_and_immigration,Bergy46
90477587,FALSE,3,7/27/2011 1:52,Against,1,,4,5291911282_4540057871001,Sat 12 April 2008 11:38 AM,illegal_immigrants_and_immigration,greywolfghost
90477588,FALSE,3,7/27/2011 7:47,Not Sure,0.6609,,5,5291911282_4540057871001,Sat 12 April 2008 11:46 AM,illegal_immigrants_and_immigration,Bergy46
90477589,FALSE,3,7/27/2011 4:24,Against,0.6337,,6,5291911282_4540057871001,Sat 12 April 2008 11:49 AM,illegal_immigrants_and_immigration,nevdka
90477590,FALSE,3,7/27/2011 7:50,Against,0.6111,,7,5291911282_4540057871001,Sat 12 April 2008 11:52 AM,illegal_immigrants_and_immigration,galloglas
90477591,FALSE,3,7/27/2011 8:01,Against,1,,8,5291911282_4540057871001,Sat 12 April 2008 11:55 AM,illegal_immigrants_and_immigration,m551sheridan
90477592,FALSE,3,7/27/2011 8:07,Against,0.7013,,9,5291911282_4540057871001,Sat 12 April 2008 01:39 PM,illegal_immigrants_and_immigration,sargeant_green
90477593,FALSE,4,7/27/2011 8:12,Against,1,,10,5291911282_4540057871001,Sat 12 April 2008 01:47 PM,illegal_immigrants_and_immigration,greywolfghost
90477594,FALSE,3,7/27/2011 5:03,Against,1,,11,5291911282_4540057871001,Sun 13 April 2008 12:30 PM,illegal_immigrants_and_immigration,Militaedes
90477595,FALSE,3,7/27/2011 7:39,For,1,,12,5291911282_4540057871001,Sun 13 April 2008 12:44 PM,illegal_immigrants_and_immigration,patriot101
90477596,FALSE,3,7/27/2011 5:40,For,0.6748,,13,5291911282_4540057871001,Sun 13 April 2008 12:55 PM,illegal_immigrants_and_immigration,sweetsuds
90477597,FALSE,3,7/27/2011 6:48,Against,1,,14,5291911282_4540057871001,Sun 13 April 2008 01:14 PM,illegal_immigrants_and_immigration,Bergy46
90477598,FALSE,3,7/27/2011 8:55,Not Sure,0.6616,,15,5291911282_4540057871001,Sun 13 April 2008 01:20 PM,illegal_immigrants_and_immigration,Sgt_Schlappy
90477599,FALSE,3,7/27/2011 6:41,For,0.6415,,16,5291911282_4540057871001,Sun 13 April 2008 01:28 PM,illegal_immigrants_and_immigration,lstgnfghtr
90477600,FALSE,3,7/27/2011 5:33,Against,1,,17,5291911282_4540057871001,Sun 13 April 2008 08:39 PM,illegal_immigrants_and_immigration,raider173rd
90477601,FALSE,3,7/27/2011 7:47,Not Sure,1,,18,5291911282_4540057871001,Sun 13 April 2008 09:50 PM,illegal_immigrants_and_immigration,jkeller47
90477602,FALSE,3,7/27/2011 3:46,Not Sure,1,,19,5291911282_4540057871001,Sun 13 April 2008 09:51 PM,illegal_immigrants_and_immigration,Bergy46
90477603,FALSE,3,7/27/2011 8:53,Not Sure,0.6989,,20,5291911282_4540057871001,Mon 14 April 2008 04:31 AM,illegal_immigrants_and_immigration,Navywifeinparadise
90477604,FALSE,3,7/27/2011 6:07,Against,1,,21,5291911282_4540057871001,Mon 14 April 2008 09:30 PM,illegal_immigrants_and_immigration,ENYVTHS
90477605,FALSE,3,7/27/2011 8:48,Against,0.6574,,22,5291911282_4540057871001,Mon 14 April 2008 11:22 PM,illegal_immigrants_and_immigration,oldgoat49
90477606,FALSE,3,7/27/2011 6:58,Against,1,,23,5291911282_4540057871001,Mon 14 April 2008 11:38 PM,illegal_immigrants_and_immigration,scooter_mech
90477607,FALSE,3,7/27/2011 7:25,Against,0.75,,24,5291911282_4540057871001,Tue 15 April 2008 05:20 AM,illegal_immigrants_and_immigration,grampi46
90477608,FALSE,3,7/27/2011 7:32,Against,0.7385,,25,5291911282_4540057871001,Tue 15 April 2008 05:22 AM,illegal_immigrants_and_immigration,Bergy46
90477609,FALSE,3,7/27/2011 7:54,For,1,,26,5291911282_4540057871001,Wed 16 April 2008 02:24 AM,illegal_immigrants_and_immigration,1militaryproudfemale
90477610,FALSE,3,7/27/2011 7:03,Against,0.7094,,27,5291911282_4540057871001,Wed 16 April 2008 02:54 AM,illegal_immigrants_and_immigration,JimSorber
90477611,FALSE,4,7/27/2011 8:11,Against,0.4836,,28,5291911282_4540057871001,Wed 16 April 2008 04:55 AM,illegal_immigrants_and_immigration,MissU2
90477612,FALSE,3,7/27/2011 5:07,Against,1,,29,5291911282_4540057871001,Wed 16 April 2008 05:33 AM,illegal_immigrants_and_immigration,grampi46
90477613,FALSE,4,7/27/2011 9:01,For,0.5493,,30,5291911282_4540057871001,Wed 16 April 2008 05:43 AM,illegal_immigrants_and_immigration,MissU2
90477614,FALSE,3,7/27/2011 8:08,For,1,,31,5291911282_4540057871001,Wed 23 April 2008 03:00 PM,illegal_immigrants_and_immigration,NileRider
90477615,FALSE,3,7/27/2011 7:47,Against,0.7143,,32,5291911282_4540057871001,Wed 23 April 2008 03:47 PM,illegal_immigrants_and_immigration,greywolfghost
90477616,FALSE,3,7/27/2011 9:06,Against,0.6665,,33,5291911282_4540057871001,Thu 29 January 2009 02:19 PM,illegal_immigrants_and_immigration,grampi46
90477617,FALSE,3,7/27/2011 7:25,Against,0.6878,,34,5291911282_4540057871001,Thu 29 January 2009 02:33 PM,illegal_immigrants_and_immigration,sargeant_green
90477618,FALSE,3,7/27/2011 8:10,Against,1,,35,5291911282_4540057871001,Thu 29 January 2009 03:41 PM,illegal_immigrants_and_immigration,swremwin
90477619,FALSE,3,7/27/2011 7:17,Against,0.6244,,36,5291911282_4540057871001,Thu 29 January 2009 04:03 PM,illegal_immigrants_and_immigration,NileRider
90477620,FALSE,3,7/27/2011 8:48,Against,0.679,,37,5291911282_4540057871001,Thu 29 January 2009 04:31 PM,illegal_immigrants_and_immigration,Wolfhound_1968
90477621,FALSE,3,7/27/2011 7:40,Against,0.6484,,38,5291911282_4540057871001,Thu 29 January 2009 04:41 PM,illegal_immigrants_and_immigration,NileRider
90477622,FALSE,3,7/27/2011 5:48,Against,0.7075,,39,5291911282_4540057871001,Thu 29 January 2009 05:13 PM,illegal_immigrants_and_immigration,Vampire3R
90477623,FALSE,4,7/27/2011 5:40,Against,1,,40,5291911282_4540057871001,Thu 29 January 2009 05:30 PM,illegal_immigrants_and_immigration,Bergy46
90477624,FALSE,3,7/27/2011 7:28,For,0.6976,,41,5291911282_4540057871001,Thu 29 January 2009 07:03 PM,illegal_immigrants_and_immigration,sw614
90477625,FALSE,3,7/27/2011 8:45,Not Sure,0.3864,,42,5291911282_4540057871001,Thu 29 January 2009 08:05 PM,illegal_immigrants_and_immigration,mfdaniels_rph
90477626,FALSE,3,7/27/2011 8:49,Against,0.6714,,43,5291911282_4540057871001,Fri 30 January 2009 04:34 AM,illegal_immigrants_and_immigration,grampi46
90477627,FALSE,3,7/27/2011 3:32,Not Sure,0.6537,,44,5291911282_4540057871001,Fri 30 January 2009 05:22 AM,illegal_immigrants_and_immigration,grampi46
90477628,FALSE,3,7/27/2011 7:14,Against,0.6344,,45,5291911282_4540057871001,Fri 30 January 2009 05:42 AM,illegal_immigrants_and_immigration,FollowMeInfantry
90477629,FALSE,3,7/27/2011 5:47,Not Sure,0.6507,,46,5291911282_4540057871001,Fri 30 January 2009 05:51 AM,illegal_immigrants_and_immigration,FollowMeInfantry
90477630,FALSE,3,7/27/2011 8:02,Not Sure,0.7256,,47,5291911282_4540057871001,Fri 30 January 2009 08:21 AM,illegal_immigrants_and_immigration,AceShaw
90477631,FALSE,3,7/27/2011 8:03,Against,1,,48,5291911282_4540057871001,Fri 30 January 2009 08:51 AM,illegal_immigrants_and_immigration,sargeant_green
90477632,FALSE,3,7/27/2011 6:29,Against,1,,49,5291911282_4540057871001,Fri 30 January 2009 09:01 AM,illegal_immigrants_and_immigration,Wolfhound_1968
90477633,FALSE,3,7/27/2011 7:33,Against,1,,50,5291911282_4540057871001,Fri 30 January 2009 09:10 AM,illegal_immigrants_and_immigration,sargeant_green
90477634,FALSE,3,7/27/2011 8:42,For,0.6602,,51,5291911282_4540057871001,Fri 30 January 2009 09:32 AM,illegal_immigrants_and_immigration,NileRider
90477635,FALSE,3,7/27/2011 7:34,Against,1,,52,5291911282_4540057871001,Fri 30 January 2009 09:44 AM,illegal_immigrants_and_immigration,mallovesthetroops
90477636,FALSE,3,7/27/2011 6:24,Against,1,,53,5291911282_4540057871001,Fri 30 January 2009 10:01 AM,illegal_immigrants_and_immigration,NileRider
90477637,FALSE,3,7/27/2011 8:51,Against,0.3666,,54,5291911282_4540057871001,Fri 30 January 2009 01:24 PM,illegal_immigrants_and_immigration,grampi46
90477638,FALSE,3,7/27/2011 1:25,Not Sure,1,,55,5291911282_4540057871001,Fri 30 January 2009 01:35 PM,illegal_immigrants_and_immigration,FollowMeInfantry
90477639,FALSE,4,7/27/2011 8:56,Against,0.7158,,56,5291911282_4540057871001,Fri 30 January 2009 02:06 PM,illegal_immigrants_and_immigration,GeorgeRGarcia
90477640,FALSE,4,7/27/2011 6:31,Against,1,,57,5291911282_4540057871001,Fri 30 January 2009 02:32 PM,illegal_immigrants_and_immigration,NileRider
90477641,FALSE,3,7/27/2011 8:09,Against,0.67,,58,5291911282_4540057871001,Fri 30 January 2009 03:48 PM,illegal_immigrants_and_immigration,Wolfhound_1968
90477642,FALSE,3,7/27/2011 5:57,Against,1,,59,5291911282_4540057871001,Fri 30 January 2009 04:08 PM,illegal_immigrants_and_immigration,swremwin
90477643,FALSE,3,7/27/2011 8:42,For,0.6568,,60,5291911282_4540057871001,Fri 30 January 2009 04:49 PM,illegal_immigrants_and_immigration,Vanir97
90477644,FALSE,3,7/27/2011 4:12,Against,1,,61,5291911282_4540057871001,Fri 30 January 2009 05:10 PM,illegal_immigrants_and_immigration,dman1948
90477645,FALSE,3,7/27/2011 7:45,Against,0.7118,,62,5291911282_4540057871001,Fri 30 January 2009 05:31 PM,illegal_immigrants_and_immigration,21yrsUSCGUSCS
90477646,FALSE,3,7/27/2011 7:05,Against,1,,63,5291911282_4540057871001,Sat 31 January 2009 05:30 AM,illegal_immigrants_and_immigration,grampi46
90477647,FALSE,3,7/27/2011 7:01,Not Sure,1,,Post ID,Thread ID,Time,Topic,User ID
90477648,FALSE,3,7/27/2011 8:52,For,0.6703,,1,5291911282_3420042351001,Mon 29 October 2007 07:21 PM,illegal_immigrants_and_immigration,deadbutdrowning
90477649,FALSE,3,7/27/2011 8:08,For,1,,2,5291911282_3420042351001,Mon 29 October 2007 07:30 PM,illegal_immigrants_and_immigration,JimSorber
90477650,FALSE,3,7/27/2011 4:26,Not Sure,0.6693,,3,5291911282_3420042351001,Mon 29 October 2007 08:17 PM,illegal_immigrants_and_immigration,EOCRon
90477651,FALSE,3,7/27/2011 8:05,Against,0.6835,,4,5291911282_3420042351001,Tue 30 October 2007 05:54 AM,illegal_immigrants_and_immigration,Wolfhound_1968
90477652,FALSE,3,7/27/2011 6:21,Not Sure,0.6792,,5,5291911282_3420042351001,Tue 30 October 2007 10:44 AM,illegal_immigrants_and_immigration,jkeller47
90477653,FALSE,3,7/27/2011 6:47,Against,1,,6,5291911282_3420042351001,Tue 30 October 2007 11:11 AM,illegal_immigrants_and_immigration,Dar1025
